,markername,incre_new,Coordinate_Value,Primary_Bin,Chromosome,meanQTL_ID,vQTL_ID
3216,AY110016,7140.91,450.8,10.07,10,q44,
3217,gpm401c,7141.18,451.07,10.07,10,q44,
3218,gpm691a,7143.65,453.54,10.07,10,q44,
3219,npi208b,7144.71,454.6,10.07,10,,
3220,gpm54a,7150.83,460.72,10.07,10,,
3221,mmp181,7154.71,464.6,10.07,10,,
3222,ufg75b,7155.61,465.5,10.07,10,,
3223,bnlg1839,7156.51,466.4,10.07,10,,
3224,umc1176,7158.51,468.4,10.07,10,,
3225,gpm493c,7159.38,469.27,10.07,10,,
3226,umc2351,7159.51,469.4,10.07,10,,
3227,bnlg1360,7159.81,469.7,10.07,10,,
3228,npi254b,7161.01,470.9,10.07,10,,
3229,gpm156d,7162.66,472.55,10.07,10,,
3230,bnlg1450,7173.81,483.7,10.07,10,,
3231,gpm803c,7177.83,487.72,10.07,10,,
3232,umc2021,7195.61,505.5,10.07,10,,
3233,gpm23b,7234.84,544.73,10.07,10,,
3234,fgp1,7318.81,628.7,9.07,10,,
3235,,,,,,,
